timestamp,frame,track_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2
4.43,133,38,car,1163,652,1423,1023
4.43,133,6,bus,1320,373,1497,563
4.43,133,37,car,1395,226,1536,385
4.43,133,109,car,1623,420,1852,734
4.43,133,126,car,1594,272,1755,444
4.43,133,104,truck,1543,748,1823,1069
4.43,133,155,car,1714,191,1854,306
4.43,133,195,bus,35,606,441,887
4.43,133,199,bus,1594,1,1896,213
4.43,133,200,truck,1169,653,1417,1022
4.47,134,6,car,1317,379,1495,570
4.47,134,37,car,1399,244,1530,389
4.47,134,109,car,1620,425,1851,743
4.47,134,126,car,1596,284,1749,448
4.47,134,104,truck,1540,754,1817,1067
4.47,134,155,car,1711,195,1851,310
4.47,134,195,car,54,604,445,875
4.47,134,199,bus,1595,2,1902,217
4.5,135,6,car,1316,385,1494,576
4.5,135,37,car,1393,239,1533,393
4.5,135,109,car,1619,434,1851,751
4.5,135,126,car,1591,290,1744,453
4.5,135,104,truck,1539,760,1815,1067
4.5,135,155,car,1706,199,1848,314
4.5,135,195,car,61,595,456,868
4.5,135,199,bus,1601,2,1900,212
4.5,135,202,bus,1320,385,1493,576
4.5,135,38,car,1160,668,1423,1045
4.53,136,6,car,1314,392,1493,586
4.53,136,37,car,1389,240,1531,398
4.53,136,109,car,1615,434,1852,757
4.53,136,126,car,1587,289,1745,458
4.53,136,104,car,1541,767,1816,1068
4.53,136,155,car,1701,203,1845,320
4.53,136,199,bus,1598,0,1903,214
4.53,136,202,bus,1318,392,1493,585
4.53,136,38,car,1158,679,1420,1056
4.57,137,6,car,1310,397,1492,594
4.57,137,37,car,1388,244,1534,405
4.57,137,109,car,1617,445,1850,761
4.57,137,126,car,1583,293,1747,469
4.57,137,104,car,1540,772,1816,1068
4.57,137,155,car,1697,209,1843,327
4.57,137,199,bus,1593,0,1904,219
4.57,137,202,bus,1316,397,1493,592
4.57,137,38,car,1153,689,1414,1067
4.57,137,195,car,81,582,474,855
4.6,138,6,bus,1310,403,1490,599
4.6,138,37,car,1388,260,1526,410
4.6,138,109,car,1614,450,1848,767
4.6,138,126,car,1580,301,1745,478
4.6,138,104,car,1541,779,1815,1069
4.6,138,155,car,1698,217,1841,333
4.6,138,199,bus,1598,4,1911,226
4.6,138,202,car,1314,405,1490,598
4.6,138,38,car,1150,698,1408,1076
4.6,138,195,car,96,582,477,846
4.63,139,6,bus,1309,407,1489,604
4.63,139,37,car,1389,269,1525,416
4.63,139,109,car,1613,454,1847,772
4.63,139,126,car,1577,306,1744,484
4.63,139,104,truck,1538,784,1810,1067
4.63,139,155,car,1692,217,1840,337
4.63,139,202,car,1311,407,1490,604
4.63,139,38,car,1148,708,1402,1080
4.67,140,6,bus,1308,414,1487,610
4.67,140,37,car,1384,263,1529,421
4.67,140,109,car,1610,462,1846,781
4.67,140,126,car,1576,310,1742,486
4.67,140,104,bus,1537,789,1810,1068
4.67,140,155,car,1690,221,1840,343
4.67,140,202,car,1310,414,1487,610
4.67,140,38,car,1147,716,1396,1080
4.67,140,199,bus,1626,33,1902,231
4.67,140,195,car,122,582,489,836
4.7,141,6,car,1307,417,1490,618
4.7,141,37,car,1387,282,1521,426
4.7,141,109,car,1610,469,1844,783
4.7,141,126,car,1569,304,1742,489
4.7,141,104,bus,1540,795,1811,1069
4.7,141,155,car,1687,221,1841,347
4.7,141,202,bus,1307,415,1489,617
4.7,141,38,car,1146,725,1391,1080
4.7,141,219,truck,199,669,934,1065
4.7,141,220,bus,200,670,933,1064
4.7,141,199,bus,1624,35,1906,239
4.7,141,195,car,136,579,494,827
4.73,142,6,bus,1306,424,1488,624
4.73,142,37,car,1386,288,1519,430
4.73,142,109,car,1606,471,1844,790
4.73,142,126,car,1567,309,1742,496
4.73,142,104,bus,1537,800,1807,1071
4.73,142,155,car,1687,229,1835,351
4.73,142,202,car,1306,423,1488,624
4.73,142,38,car,1148,734,1388,1080
4.73,142,220,truck,205,668,941,1064
4.73,142,199,bus,1623,40,1907,248
4.73,142,195,bus,145,577,497,820
4.77,143,6,bus,1305,430,1487,629
4.77,143,37,car,1384,297,1513,433
4.77,143,109,car,1600,464,1846,797
4.77,143,126,car,1579,342,1728,498
4.77,143,104,bus,1537,809,1803,1071
4.77,143,202,car,1305,429,1487,629
4.77,143,38,car,1149,740,1387,1080
4.77,143,199,bus,1627,49,1901,252
4.77,143,195,bus,156,575,504,816
4.8,144,6,bus,1302,434,1485,635
4.8,144,37,car,1382,301,1512,439
4.8,144,109,car,1602,477,1842,802
4.8,144,126,car,1579,347,1731,506
4.8,144,104,bus,1542,820,1802,1073
4.8,144,202,car,1303,434,1485,635
4.8,144,38,car,1146,749,1380,1080
4.8,144,199,bus,1593,21,1908,257
4.8,144,195,car,168,572,508,808
4.8,144,155,car,1679,238,1827,361
4.83,145,6,car,1301,439,1484,640
4.83,145,37,car,1376,299,1513,443
4.83,145,109,car,1600,482,1841,807
4.83,145,126,car,1573,341,1735,511
4.83,145,104,bus,1540,822,1800,1071
4.83,145,202,bus,1301,439,1484,641
4.83,145,38,car,1147,759,1376,1080
4.83,145,199,bus,1620,62,1887,262
4.83,145,195,bus,184,570,513,798
4.83,145,155,car,1675,244,1822,366
4.83,145,220,bus,318,674,1032,1064
4.87,146,6,bus,1295,438,1484,646
4.87,146,37,car,1371,295,1517,449
4.87,146,109,car,1598,491,1838,814
4.87,146,126,car,1569,341,1736,516
4.87,146,202,car,1296,437,1485,648
4.87,146,38,car,1151,768,1378,1079
4.87,146,199,bus,1590,23,1904,263
4.87,146,195,car,193,564,523,792
4.87,146,155,car,1671,248,1819,370
4.9,147,6,bus,1294,447,1480,652
4.9,147,37,car,1369,299,1515,454
4.9,147,109,car,1596,495,1838,822
4.9,147,126,car,1564,341,1735,521
4.9,147,202,car,1295,447,1481,653
4.9,147,38,car,1147,776,1369,1074
4.9,147,199,bus,1617,65,1881,266
4.9,147,195,bus,206,557,528,779
4.9,147,155,car,1672,251,1820,374
4.9,147,234,car,1377,178,1477,271
4.9,147,104,bus,1553,846,1793,1071
4.93,148,6,bus,1293,452,1478,656
4.93,148,37,car,1366,299,1515,458
4.93,148,109,car,1592,497,1838,830
4.93,148,126,car,1559,339,1735,525
4.93,148,202,car,1293,451,1478,656
4.93,148,38,car,1143,786,1365,1076
4.93,148,199,bus,1628,84,1870,269
4.93,148,155,car,1669,256,1818,380
4.93,148,237,truck,233,63,571,347
4.97,149,6,car,1290,457,1476,661
4.97,149,37,car,1364,303,1513,462
4.97,149,109,car,1589,496,1838,834
4.97,149,126,car,1559,345,1732,527
4.97,149,202,bus,1291,457,1476,661
4.97,149,38,car,1141,794,1361,1076
4.97,149,199,bus,1632,91,1868,272
4.97,149,155,car,1673,266,1814,384
4.97,149,240,car,1449,49,1546,97
4.97,149,195,bus,226,552,536,764
5.0,150,6,bus,1286,461,1477,670
5.0,150,37,car,1363,308,1512,466
5.0,150,109,car,1588,499,1838,840
5.0,150,126,car,1562,357,1726,530
5.0,150,202,car,1286,461,1476,671
5.0,150,38,car,1140,804,1356,1073
5.0,150,199,bus,1630,85,1863,263
5.0,150,155,truck,1671,272,1810,388
5.0,150,195,bus,232,549,540,760
5.0,150,237,truck,232,75,567,356
5.03,151,37,car,1364,319,1508,472
5.03,151,109,car,1590,512,1836,846
5.03,151,126,car,1558,356,1726,534
5.03,151,38,car,1139,814,1352,1072
5.03,151,199,bus,1625,80,1863,261
5.03,151,155,car,1665,273,1808,393
5.03,151,195,bus,243,545,545,752
5.07,152,37,car,1361,324,1505,477
5.07,152,109,car,1589,519,1835,852
5.07,152,126,car,1561,369,1721,536
5.07,152,38,car,1140,821,1353,1072
5.07,152,199,bus,1627,87,1859,263
5.07,152,195,car,252,544,548,746
5.07,152,250,car,1370,196,1470,302
5.07,152,234,truck,1363,193,1481,304
5.07,152,6,car,1281,472,1472,682
5.1,153,37,car,1363,336,1502,481
5.1,153,109,car,1590,525,1833,854
5.1,153,126,car,1567,391,1713,541
5.1,153,38,car,1150,833,1359,1072
5.1,153,199,bus,1620,78,1863,264
5.1,153,195,car,259,542,558,746
5.1,153,250,truck,1364,192,1469,303
5.1,153,6,bus,1281,475,1471,685
5.13,154,37,car,1353,323,1505,484
5.13,154,109,car,1588,530,1830,856
5.13,154,126,car,1552,371,1723,547
5.13,154,38,car,1139,841,1346,1072
5.13,154,199,bus,1619,76,1864,263
5.13,154,195,car,265,535,566,741
5.13,154,6,bus,1282,480,1470,689
5.13,154,234,truck,1358,206,1471,314
5.17,155,37,car,1354,328,1502,485
5.17,155,109,car,1587,533,1829,860
5.17,155,126,car,1557,394,1713,553
5.17,155,199,bus,1617,80,1861,267
5.17,155,195,bus,277,529,570,730
5.17,155,6,bus,1280,485,1468,694
5.17,155,234,truck,1357,209,1470,316
5.2,156,37,car,1348,318,1506,487
5.2,156,109,car,1583,534,1829,867
5.2,156,126,car,1558,405,1710,559
5.2,156,6,bus,1278,488,1468,698
5.2,156,155,truck,1656,292,1799,413
5.23,157,37,car,1354,345,1494,493
5.23,157,109,car,1579,539,1829,876
5.23,157,126,car,1554,402,1715,564
5.23,157,6,car,1277,495,1466,704
5.23,157,264,bus,1281,493,1466,703
5.23,157,155,car,1655,296,1795,416
5.23,157,38,car,1143,866,1338,1075
5.23,157,199,bus,1634,125,1837,276
5.23,157,195,bus,292,520,578,717
5.27,158,37,car,1351,348,1492,496
5.27,158,109,car,1577,542,1828,881
5.27,158,126,car,1545,383,1723,565
5.27,158,6,bus,1277,499,1465,707
5.27,158,155,car,1654,299,1794,418
5.27,158,38,car,1141,879,1331,1076
5.27,158,199,bus,1619,100,1854,276
5.27,158,195,bus,306,520,580,709
5.3,159,37,car,1344,341,1495,500
5.3,159,109,car,1574,546,1826,886
5.3,159,126,car,1543,383,1722,567
5.3,159,6,bus,1273,501,1464,714
5.3,159,155,car,1653,300,1792,421
5.3,159,199,bus,1618,112,1851,286
5.3,159,195,car,318,521,582,702
5.33,160,37,car,1350,359,1489,504
5.33,160,109,car,1572,549,1825,890
5.33,160,126,car,1551,402,1712,566
5.33,160,6,bus,1269,499,1463,717
5.33,160,155,car,1649,301,1791,425
5.33,160,199,bus,1647,144,1843,289
5.33,160,195,bus,324,516,584,695
5.33,160,274,truck,568,607,989,1045
5.37,161,37,car,1342,347,1494,507
5.37,161,109,car,1571,551,1823,891
5.37,161,6,bus,1269,504,1462,720
5.37,161,155,truck,1648,307,1788,429
5.37,161,199,bus,1653,158,1834,290
5.37,161,195,car,330,511,589,690
5.37,161,274,bus,574,605,988,1036
5.4,162,37,car,1345,361,1486,508
5.4,162,109,car,1571,556,1821,894
5.4,162,6,car,1266,508,1458,725
5.4,162,155,car,1645,307,1787,432
5.4,162,199,bus,1667,163,1841,292
5.4,162,195,bus,337,506,594,684
5.4,162,282,bus,1268,507,1455,723
5.4,162,283,truck,1647,305,1784,431
5.4,162,126,car,1532,381,1720,575
5.43,163,37,car,1347,372,1481,510
5.43,163,109,car,1567,559,1820,901
5.43,163,6,bus,1264,511,1455,727
5.43,163,155,truck,1647,315,1783,435
5.43,163,199,bus,1665,164,1841,294
5.43,163,195,car,347,503,595,675
5.43,163,282,car,1266,510,1453,725
5.43,163,283,car,1650,313,1780,433
5.43,163,126,car,1531,387,1716,578
5.47,164,37,car,1337,356,1488,512
5.47,164,109,car,1564,559,1818,903
5.47,164,6,car,1262,513,1455,732
5.47,164,155,truck,1647,318,1780,436
5.47,164,199,bus,1622,142,1830,295
5.47,164,195,car,351,498,598,668
5.47,164,282,bus,1264,512,1453,731
5.47,164,283,car,1650,315,1779,433
5.47,164,126,car,1528,387,1712,580
5.47,164,274,truck,596,587,992,1000
5.5,165,37,car,1333,355,1489,517
5.5,165,109,car,1563,560,1817,904
5.5,165,6,car,1259,517,1452,737
5.5,165,155,truck,1642,321,1774,438
5.5,165,199,bus,1636,154,1836,302
5.5,165,195,car,358,497,597,660
5.5,165,282,bus,1261,516,1451,735
5.5,165,126,car,1526,390,1707,581
5.5,165,292,car,1829,435,1916,726
5.5,165,38,car,1145,931,1304,1077
5.53,166,37,car,1329,352,1490,520
5.53,166,109,car,1561,562,1814,904
5.53,166,6,bus,1257,518,1451,740
5.53,166,155,truck,1637,320,1771,439
5.53,166,199,bus,1612,135,1839,306
5.53,166,195,car,367,490,606,652
5.53,166,282,car,1257,518,1450,740
5.53,166,126,car,1525,391,1704,582
5.53,166,292,bus,1815,337,1920,729
5.53,166,274,truck,609,581,991,979
5.57,167,37,car,1324,348,1489,522
5.57,167,109,car,1558,568,1811,910
5.57,167,6,bus,1253,520,1449,745
5.57,167,155,car,1630,314,1771,440
5.57,167,199,bus,1599,124,1833,302
5.57,167,195,car,371,483,611,646
5.57,167,282,car,1254,520,1448,745
5.57,167,126,car,1523,392,1701,584
5.57,167,292,bus,1810,307,1920,728
5.57,167,274,bus,611,570,996,971
5.57,167,38,car,1139,947,1300,1077
5.6,168,37,car,1320,347,1489,525
5.6,168,109,car,1554,568,1809,914
5.6,168,6,bus,1251,523,1447,749
5.6,168,155,car,1631,318,1769,442
5.6,168,199,bus,1590,120,1827,300
5.6,168,195,car,371,477,617,643
5.6,168,282,car,1251,522,1447,750
5.6,168,126,car,1523,396,1698,584
5.6,168,292,bus,1817,374,1920,731
5.6,168,274,truck,614,562,1001,967
5.6,168,38,car,1132,955,1301,1077
5.63,169,37,car,1320,356,1481,527
5.63,169,109,car,1550,573,1806,921
5.63,169,6,bus,1248,528,1443,754
5.63,169,155,truck,1628,321,1765,445
5.63,169,195,car,380,475,615,635
5.63,169,282,car,1249,528,1443,755
5.63,169,126,car,1516,393,1693,585
5.63,169,292,bus,1820,406,1917,734
5.63,169,274,bus,614,558,999,962
5.67,170,37,car,1323,376,1468,530
5.67,170,109,car,1549,578,1803,925
5.67,170,6,car,1242,532,1437,758
5.67,170,155,truck,1624,324,1761,448
5.67,170,195,car,379,471,617,632
5.67,170,282,bus,1242,531,1437,758
5.67,170,126,car,1511,392,1689,587
5.67,170,292,bus,1819,420,1913,735
5.67,170,274,truck,621,548,1003,950
5.67,170,38,car,1121,980,1275,1079
5.7,171,37,car,1315,371,1467,533
5.7,171,109,car,1542,578,1798,928
5.7,171,155,car,1622,325,1760,450
5.7,171,195,car,380,462,621,626
5.7,171,126,car,1510,395,1686,589
5.7,171,292,bus,1817,432,1909,737
5.7,171,274,bus,624,542,1000,938
5.7,171,314,truck,630,547,988,938
5.7,171,38,car,1120,991,1270,1080
5.7,171,237,truck,181,83,535,383
5.7,171,199,bus,1565,118,1822,316
5.73,172,37,car,1314,386,1455,536
5.73,172,109,car,1537,583,1792,933
5.73,172,195,car,379,457,622,623
5.73,172,126,car,1516,422,1671,591
5.73,172,292,bus,1814,438,1907,739
5.73,172,274,bus,628,535,1001,928
5.73,172,316,car,473,531,648,742
5.73,172,237,truck,184,103,523,387
5.73,172,199,bus,1558,119,1817,320
5.73,172,6,bus,1232,539,1428,768
5.77,173,37,car,1302,371,1457,537
5.77,173,109,car,1532,587,1788,937
5.77,173,195,car,387,456,618,613
5.77,173,126,car,1502,405,1676,596
5.77,173,292,bus,1810,446,1903,740
5.77,173,274,bus,631,532,1001,922
5.77,173,316,car,481,527,649,730
5.77,173,237,truck,180,104,517,385
5.77,173,199,bus,1557,123,1813,324
5.77,173,322,bus,1642,181,1797,324
5.77,173,6,bus,1228,543,1423,772
5.77,173,155,car,1610,332,1746,455
5.8,174,37,car,1291,360,1457,539
5.8,174,109,car,1527,589,1782,939
5.8,174,195,car,394,454,621,609
5.8,174,126,car,1510,440,1659,599
5.8,174,292,bus,1806,446,1902,741
5.8,174,274,truck,636,532,995,913
5.8,174,316,car,481,525,646,725
5.8,174,237,truck,176,109,504,383
5.8,174,199,bus,1555,126,1801,321
5.8,174,322,bus,1636,178,1790,320
5.8,174,6,car,1224,544,1420,775
5.8,174,155,truck,1602,332,1739,457
5.8,174,38,car,1107,1004,1243,1076
5.83,175,37,car,1290,365,1452,542
5.83,175,109,car,1521,589,1778,942
5.83,175,195,car,394,449,621,603
5.83,175,292,bus,1801,448,1901,743
5.83,175,274,bus,638,530,993,905
5.83,175,316,car,483,521,648,720
5.83,175,199,bus,1554,126,1795,318
5.83,175,6,bus,1218,547,1414,778
5.83,175,155,truck,1602,339,1732,459
5.83,175,38,car,1101,1007,1244,1077
5.87,176,37,car,1286,367,1447,543
5.87,176,109,car,1515,591,1774,947
5.87,176,195,car,395,448,617,600
5.87,176,292,bus,1798,442,1902,744
5.87,176,274,truck,641,527,989,895
5.87,176,316,car,490,514,649,708
5.87,176,6,bus,1211,547,1410,782
5.87,176,155,truck,1595,342,1724,461
5.87,176,336,bus,641,529,991,895
5.87,176,126,car,1486,417,1659,604
5.87,176,322,bus,1632,193,1776,325
5.9,177,37,car,1283,368,1442,544
5.9,177,109,car,1510,594,1768,949
5.9,177,195,car,399,443,623,596
5.9,177,292,bus,1794,448,1900,746
5.9,177,316,car,487,500,655,705
5.9,177,6,bus,1206,552,1403,786
5.9,177,155,car,1588,341,1720,463
5.9,177,126,car,1477,410,1658,608
5.9,177,322,bus,1620,179,1779,326
5.93,178,37,truck,1274,369,1437,549
5.93,178,109,car,1502,587,1765,950
5.93,178,195,car,404,438,624,588
5.93,178,292,bus,1790,451,1899,748
5.93,178,316,car,490,496,655,697
5.93,178,6,bus,1200,553,1400,790
5.93,178,155,car,1579,341,1712,464
5.93,178,322,bus,1611,175,1776,329
5.93,178,274,truck,644,518,989,883
5.97,179,37,car,1269,367,1432,549
5.97,179,109,car,1499,595,1756,951
5.97,179,195,car,403,433,626,585
5.97,179,292,truck,1787,453,1900,747
5.97,179,316,car,494,493,655,691
5.97,179,6,bus,1196,558,1395,795
5.97,179,155,car,1572,339,1709,467
5.97,179,322,bus,1607,175,1771,329
5.97,179,274,truck,645,518,981,873
5.97,179,126,car,1475,430,1641,611
6.0,180,37,car,1271,389,1415,548
6.0,180,109,car,1493,590,1752,952
6.0,180,195,car,401,430,618,578
6.0,180,292,truck,1784,457,1899,748
6.0,180,316,car,499,492,654,682
6.0,180,6,bus,1190,556,1393,799
6.0,180,155,car,1568,341,1703,468
6.0,180,322,bus,1603,176,1766,328
6.0,180,274,bus,650,514,980,863
6.0,180,349,truck,652,516,977,862
6.0,180,126,car,1470,429,1636,611
6.03,181,37,car,1266,395,1409,552
6.03,181,109,car,1487,597,1744,954
6.03,181,195,car,401,426,617,573
6.03,181,316,car,527,480,695,679
6.03,181,6,car,1185,560,1389,803
6.03,181,155,car,1565,346,1696,469
6.03,181,322,bus,1601,183,1756,328
6.03,181,274,truck,655,511,978,852
6.03,181,349,bus,658,514,975,852
6.03,181,126,car,1473,453,1622,613
6.03,181,352,bus,1190,558,1387,802
6.07,182,37,car,1262,394,1406,552
6.07,182,109,car,1484,604,1738,957
6.07,182,195,car,402,423,614,568
6.07,182,316,car,509,475,676,673
6.07,182,6,bus,1180,562,1384,806
6.07,182,155,car,1561,347,1691,470
6.07,182,322,bus,1593,182,1749,328
6.07,182,274,bus,654,505,977,847
6.07,182,349,truck,651,507,971,847
6.07,182,126,car,1455,429,1628,615
6.07,182,352,car,1185,562,1382,806
6.07,182,199,bus,1514,131,1756,328
6.1,183,37,car,1255,394,1401,554
6.1,183,109,car,1477,608,1733,963
6.1,183,195,car,403,417,614,562
6.1,183,316,car,506,473,665,662
6.1,183,155,car,1559,353,1686,473
6.1,183,322,bus,1588,186,1742,331
6.1,183,274,bus,655,498,977,840
6.1,183,349,truck,651,501,971,842
6.1,183,126,car,1450,426,1626,618
6.1,183,199,bus,1508,134,1748,330
6.13,184,37,car,1249,393,1397,555
6.13,184,109,car,1472,610,1729,966
6.13,184,195,car,405,410,615,555
6.13,184,316,car,506,469,662,655
6.13,184,155,car,1555,358,1678,474
6.13,184,322,bus,1583,185,1737,330
6.13,184,199,bus,1507,137,1743,331
6.13,184,6,bus,1172,569,1375,814
6.17,185,37,car,1242,386,1397,557
6.17,185,109,car,1465,610,1724,972
6.17,185,195,truck,408,408,612,550
6.17,185,316,truck,505,456,664,646
6.17,185,155,truck,1547,356,1674,477
6.17,185,322,bus,1579,193,1728,334
6.17,185,362,car,1543,351,1678,476
6.17,185,6,bus,1166,571,1370,817
6.17,185,292,bus,1761,450,1888,749
6.17,185,274,truck,657,487,975,824
6.17,185,126,car,1437,420,1619,621
6.2,186,37,truck,1230,372,1397,559
6.2,186,109,car,1460,612,1718,974
6.2,186,195,car,406,407,607,547
6.2,186,316,truck,507,449,666,639
6.2,186,155,car,1538,350,1671,477
6.2,186,322,bus,1576,197,1721,334
6.2,186,362,truck,1537,348,1675,476
6.2,186,6,bus,1160,574,1366,823
6.2,186,292,bus,1754,454,1887,749
6.2,186,274,truck,658,485,971,816
6.23,187,37,car,1231,385,1387,560
6.23,187,109,car,1457,616,1713,977
6.23,187,195,car,408,404,606,543
6.23,187,316,truck,510,441,668,631
6.23,187,155,car,1535,352,1664,477
6.23,187,322,bus,1566,192,1721,338
6.23,187,6,bus,1153,575,1359,825
6.23,187,292,bus,1748,454,1889,749
6.23,187,274,truck,658,479,965,805
6.27,188,37,car,1227,388,1380,560
6.27,188,109,car,1452,619,1708,979
6.27,188,195,car,410,400,606,539
6.27,188,316,car,511,440,666,625
6.27,188,155,car,1531,356,1657,478
6.27,188,322,bus,1562,194,1713,336
6.27,188,6,bus,1148,580,1351,828
6.27,188,292,bus,1743,455,1891,749
6.27,188,274,truck,661,484,958,798
6.27,188,199,bus,1484,141,1720,335
6.27,188,126,car,1419,420,1602,625
6.3,189,37,car,1220,387,1376,564
6.3,189,109,car,1448,620,1703,979
6.3,189,195,car,410,395,604,533
6.3,189,316,truck,508,427,670,621
6.3,189,155,car,1527,358,1652,479
6.3,189,322,bus,1556,193,1711,339
6.3,189,6,bus,1141,581,1347,832
6.3,189,292,bus,1736,452,1892,750
6.3,189,274,truck,660,480,957,795
6.3,189,126,car,1422,439,1589,625
6.33,190,37,car,1217,393,1368,565
6.33,190,109,car,1442,620,1698,980
6.33,190,195,car,408,389,603,529
6.33,190,316,car,506,419,672,620
6.33,190,155,car,1517,358,1645,482
6.33,190,322,bus,1548,192,1709,345
6.33,190,6,bus,1137,582,1345,836
6.33,190,292,car,1730,455,1891,751
6.33,190,274,truck,661,476,954,787
6.33,190,126,car,1416,439,1584,625
6.33,190,373,car,1786,722,1917,1072
6.33,190,199,bus,1471,140,1714,344
6.37,191,37,car,1219,413,1354,564
6.37,191,109,car,1437,620,1693,982
6.37,191,195,car,408,387,599,524
6.37,191,155,car,1507,350,1643,485
6.37,191,322,bus,1544,198,1696,342
6.37,191,6,car,1130,583,1339,841
6.37,191,292,bus,1726,455,1893,753
6.37,191,274,truck,664,469,957,780
6.37,191,126,car,1411,440,1579,626
6.37,191,373,car,1781,720,1913,1071
6.37,191,375,bus,1133,580,1338,839
6.37,191,378,car,1068,79,1143,131
6.4,192,37,car,1211,405,1354,566
6.4,192,109,car,1431,622,1690,989
6.4,192,195,car,408,380,595,516
6.4,192,155,car,1501,348,1640,486
6.4,192,322,bus,1540,198,1695,346
6.4,192,6,bus,1125,587,1333,844
6.4,192,292,car,1721,461,1892,753
6.4,192,274,truck,664,457,961,772
6.4,192,126,car,1408,442,1575,626
6.4,192,373,car,1776,711,1912,1072
6.4,192,378,car,1066,81,1137,131
6.4,192,316,car,516,419,668,602
6.43,193,37,car,1201,399,1351,567
6.43,193,109,car,1426,623,1687,994
6.43,193,195,truck,408,374,596,511
6.43,193,155,car,1501,350,1637,487
6.43,193,322,bus,1534,193,1690,342
6.43,193,6,bus,1120,589,1328,847
6.43,193,292,bus,1717,469,1890,753
6.43,193,274,truck,666,454,958,764
6.43,193,126,car,1403,439,1572,627
6.43,193,373,car,1775,715,1910,1073
6.43,193,378,car,1061,81,1131,131
6.43,193,199,bus,1488,155,1705,341
6.47,194,37,car,1193,393,1349,570
6.47,194,109,car,1422,626,1683,997
6.47,194,195,car,415,377,591,505
6.47,194,155,car,1499,356,1631,488
6.47,194,322,bus,1527,195,1683,344
6.47,194,6,car,1114,594,1325,855
6.47,194,292,bus,1710,467,1891,755
6.47,194,274,bus,667,452,955,757
6.47,194,126,car,1396,435,1570,629
6.47,194,373,car,1773,716,1908,1072
6.47,194,378,car,1059,82,1129,132
6.47,194,384,bus,1119,593,1323,855
6.47,194,199,bus,1465,146,1693,344
6.47,194,316,car,518,408,671,591
6.5,195,37,car,1187,391,1348,574
6.5,195,109,car,1418,630,1678,999
6.5,195,195,car,418,376,590,501
6.5,195,155,truck,1496,362,1622,489
6.5,195,322,bus,1520,193,1681,349
6.5,195,6,bus,1111,597,1319,857
6.5,195,292,bus,1701,466,1890,757
6.5,195,274,truck,668,450,954,753
6.5,195,126,car,1392,437,1564,630
6.5,195,373,car,1767,702,1908,1070
6.5,195,384,car,1116,596,1318,855
6.5,195,388,truck,381,220,620,438
6.5,195,316,car,521,407,671,585
6.53,196,109,car,1413,632,1673,1003
6.53,196,195,car,418,372,591,498
6.53,196,155,car,1483,352,1619,490
6.53,196,322,bus,1518,199,1675,352
6.53,196,6,bus,1107,602,1315,861
6.53,196,292,bus,1695,463,1891,758
6.53,196,274,truck,671,447,954,748
6.53,196,126,car,1386,439,1559,633
6.53,196,373,car,1764,713,1903,1071
6.53,196,316,truck,522,402,674,582
6.53,196,199,bus,1444,143,1681,351
6.57,197,109,car,1418,660,1663,1006
6.57,197,195,car,418,370,586,492
6.57,197,155,car,1474,348,1615,491
6.57,197,322,bus,1515,201,1670,352
6.57,197,6,bus,1100,604,1309,866
6.57,197,292,car,1690,474,1885,759
6.57,197,274,truck,672,442,954,742
6.57,197,126,car,1377,439,1552,637
6.57,197,373,car,1760,718,1900,1071
6.57,197,37,car,1175,389,1339,577
6.6,198,109,car,1407,647,1665,1011
6.6,198,195,truck,416,366,584,489
6.6,198,155,car,1471,351,1612,494
6.6,198,322,bus,1510,200,1665,351
6.6,198,6,bus,1093,607,1304,873
6.6,198,292,car,1681,472,1883,762
6.6,198,274,bus,674,439,951,734
6.6,198,126,car,1372,444,1544,639
6.6,198,373,car,1755,721,1897,1071
6.6,198,37,truck,1171,389,1337,580
6.63,199,109,car,1398,641,1664,1018
6.63,199,195,truck,414,362,584,487
6.63,199,155,car,1468,355,1607,497
6.63,199,6,bus,1090,611,1301,877
6.63,199,292,car,1675,471,1881,762
6.63,199,274,truck,675,437,951,729
6.63,199,126,car,1370,443,1540,636
6.63,199,373,car,1751,721,1896,1071
6.63,199,37,truck,1166,387,1334,583
6.63,199,199,bus,1432,144,1663,348
6.67,200,109,car,1392,642,1660,1023
6.67,200,195,truck,414,361,580,483
6.67,200,155,car,1462,358,1598,497
6.67,200,6,bus,1087,613,1299,881
6.67,200,292,car,1669,473,1877,762
6.67,200,274,bus,677,435,949,724
6.67,200,126,car,1368,444,1539,640
6.67,200,373,car,1745,724,1893,1070
6.67,200,37,car,1165,398,1325,585
6.67,200,199,bus,1419,143,1653,350
6.67,200,316,truck,536,387,692,565
6.67,200,322,bus,1499,200,1653,351
6.7,201,109,car,1386,642,1654,1024
6.7,201,195,car,415,361,578,480
6.7,201,155,car,1457,360,1593,500
6.7,201,6,bus,1083,616,1297,885
6.7,201,292,car,1666,479,1874,764
6.7,201,274,bus,676,427,949,717
6.7,201,126,car,1364,448,1535,644
6.7,201,373,car,1742,724,1894,1071
6.7,201,37,car,1161,399,1320,586
6.7,201,404,truck,678,429,949,719
6.7,201,405,car,524,401,681,560
6.7,201,316,truck,531,388,684,559
6.7,201,322,bus,1499,209,1643,348
6.73,202,109,car,1382,644,1651,1030
6.73,202,195,truck,406,343,588,480
6.73,202,155,car,1453,361,1588,501
6.73,202,6,bus,1077,617,1293,891
6.73,202,292,car,1658,478,1870,765
6.73,202,274,truck,678,426,947,712
